avg_cpu_util,slo_preservation,total_cpu_shares,cpu_shares_others,num_containers,arrival_rate,vertical_scaling,horizontal_action,reward
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,48,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,25,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,15,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,157,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,193,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,183,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,252,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,217,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,124,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,7,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,241,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,95,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,3,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,218,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,149,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,163,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,59,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,27,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,254,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,8,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,80,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,200,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,243,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,249,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,80,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,208,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,238,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,75,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,138,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,235,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,67,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,104,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,5,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,63,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,237,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,94,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,208,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,214,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,172,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,227,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,89,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,205,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,208,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,159,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,140,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,40,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,59,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,224,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,169,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,17,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,223,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,129,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,110,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,10,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,131,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,54,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,34,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,256,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,174,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,67,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,240,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,126,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,197,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,99,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,168,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,125,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,254,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,186,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,249,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,22,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,252,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,226,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,207,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,197,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,204,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,230,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,167,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,168,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,91,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,165,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,180,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,128,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,133,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,113,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,86,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,133,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,43,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,251,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,47,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,12,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,120,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,132,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,136,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,167,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,109,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,154,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,71,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,211,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,177,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,104,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,17,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,233,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,101,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,14,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,183,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,56,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,141,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,104,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,43,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,25,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,13,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,52,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,157,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,100,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,193,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,62,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,83,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,77,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,238,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,253,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,158,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,168,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,160,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,103,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,112,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,120,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,172,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,73,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,221,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,56,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,204,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,142,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,125,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,18,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,85,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,178,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,67,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,212,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,22,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,130,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,188,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,201,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,108,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,247,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,189,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,67,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,243,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,92,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,235,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,162,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,192,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,178,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,255,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,124,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,96,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,198,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,200,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,171,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,234,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,51,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,98,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,12,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,44,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,61,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,227,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,171,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,170,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,99,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,135,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,76,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,178,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,189,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,172,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,13,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,112,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,206,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,66,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,96,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,71,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,51,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,133,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,9,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,76,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,196,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,202,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,147,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,163,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,219,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,127,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,25,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,208,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,223,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,23,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,10,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,247,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,195,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,137,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,187,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,18,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,216,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,98,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,183,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,249,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,203,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,70,-1
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,235,0,0.6481481481481481
0.2962962962962963,1.0,0.45,0.0,0.45,0.4,1.125,0,15,-1
